class,track_id,artist,title,lyrics
1,5vNRhkKd0yEAg8suGBpjeY,ROSÉ,APT.,"
Kissy face, kissy face
Sent to your phone, but
I'm tryna kiss your lips for real (Uh-huh, uh-huh)
Red hearts, red hearts
That's what I'm on, yeah
Come give me somethin' I can feel, oh-oh, oh
[Pre-Chorus: ROSÉ]
Don't you want me like I want you, baby?
Don't you need me like I need you now?
Sleep tomorrow, but tonight, go crazy
All you gotta do is just meet me at the
You might also like[Chorus: ROSÉ]
아파트, 아파트
아파트, 아파트
아파트, 아파트
Uh, uh-huh, uh-huh
아파트, 아파트
아파트, 아파트
아파트, 아파트
Uh, uh-huh, uh-huh

[Verse 2: Bruno Mars, Bruno Mars & ROSÉ]
It's whatever (Whatever), it's whatever (Whatever)
It's whatever (Whatever) you like (Woo)
Turn this 아파트 into a club (Uh-huh, uh-huh)
I'm talkin' drink, dance, smoke, freak, party all night (Come on)
건배, 건배, girl, what's up? Oh-oh, oh
[Pre-Chorus: Bruno Mars & ROSÉ]
Don't you want me like I want you, baby?
Don't you need me like I need you now?
Sleep tomorrow, but tonight, go crazy
All you gotta do is just meet me at the

[Chorus: ROSÉ & Bruno Mars]
아파트, 아파트
아파트, 아파트
아파트, 아파트
Uh, uh-huh, uh-huh
아파트, 아파트
아파트, 아파트
아파트, 아파트
Uh, uh-huh, uh-huh
[Bridge: ROSÉ, ROSÉ & Bruno Mars]
Hey, so now you know the game
Are you ready?
'Cause I'm comin' to get ya, get ya, get ya
Hold on, hold on
I'm on my way
Yeah, yeah, yeah-yeah, yeah
I'm on my way
Hold on, hold on
I'm on my way
Yeah, yeah, yeah-yeah, yeah
I'm on my way
[Pre-Chorus: ROSÉ & Bruno Mars]
Don't you want me like I want you, baby?
Don't you need me like I need you now?
Sleep tomorrow, but tonight, go crazy
All you gotta do is just meet me at the

[Chorus: ROSÉ & Bruno Mars, ROSÉ, Bruno Mars]
아파트, 아파트
아파트, 아파트
아파트, 아파트
Just meet me at the (Uh, uh-huh, uh-huh)
아파트, 아파트
아파트, 아파트
아파트, 아파트
Just meet me at the (Uh, uh-huh, uh-huh)
아파트, 아파트
아파트, 아파트
아파트, 아파트
Just meet me at the (Uh, uh-huh, uh-huh)
아파트, 아파트
아파트, 아파트
아파트, 아파트
Uh, uh-huh, uh-huh16Embed"
