prefer,track_id,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
5,1nxbn0COjeyH7MQZ27T3CR,Caskets,Glass Heart,0.412,0.958,6,-5.432,0,0.0997,0.000225,4.71e-05,0.119,0.341,164.072,224421,4,metalcore
5,7g4hIeYVk3h5qQXb9RLeXP,Bring Me The Horizon,Top 10 staTues tHat CriEd bloOd,0.403,0.919,7,-4.462,1,0.302,0.00129,0,0.164,0.241,97.008,240590,4,"melodic metalcore, metalcore, modern rock, rock, uk metalcore"
5,0Pl5XX0MbdQ5E702GBhnUn,Wage War,Stitch,0.501,0.968,6,-5.324,1,0.12,0.000114,0.00868,0.683,0.392,149.989,205987,4,"melodic metalcore, metalcore"
5,0xoyUiHhxVH4gwb0CRgNmg,Bad Omens,Like A Villain,0.456,0.915,7,-4.508,1,0.206,0.000696,9.95e-05,0.428,0.403,154.946,210685,4,american metalcore
5,5bnH51lYXOGVVjW7ABkKTW,I Prevail,Closure,0.482,0.748,1,-7.351,0,0.0438,0.00472,0.0134,0.13,0.271,145.948,189597,4,"alternative metal, nu-metalcore, post-grunge"
5,04MVex8l88ELr5v4sMc3B1,Helloween,Dr. Stein - 2024 Remaster,0.422,0.869,0,-6.973,1,0.0717,0.000826,0,0.199,0.525,148.983,306000,4,"german metal, german power metal, hard rock, metal, old school thrash, power metal, speed metal, symphonic metal, thrash metal"
5,5IwUFTiNkarb5HEtNRtRtc,Bring Me The Horizon,mother tongue,0.598,0.872,6,-4.567,0,0.0328,0.0196,0,0.326,0.609,107.009,217425,4,"melodic metalcore, metalcore, modern rock, rock, uk metalcore"
5,5Gw8owErJLfkNxWCSwPQKJ,Asking Alexandria,Alone In A Room,0.482,0.946,4,-3.23,0,0.0852,0.00251,0,0.0466,0.284,135.071,245861,4,"alternative metal, metalcore, pop punk, post-grunge, trancecore, uk metalcore"
5,7I50EtrBjzjZmHwLj7BeFl,Bad Omens,ANYTHING > HUMAN,0.465,0.886,7,-4.314,1,0.0903,0.000336,0.00042,0.714,0.409,86.534,235093,4,american metalcore
5,3BzrV9GCvaCr4m7N2FvNvK,LANDMVRKS,Suffocate,0.246,0.81,6,-5.091,0,0.0664,0.00744,2.02e-06,0.0963,0.194,142.909,198881,4,"melodic metalcore, metalcore"
5,06j7eVHrgRSt9eQSWhH3zK,The Plot In You,Left Behind,0.462,0.909,8,-5.159,1,0.159,0.000629,0.201,0.249,0.318,150.036,206924,4,metalcore
5,6hXCQgN8DsyqymS0MfERpM,Bring Me The Horizon,DiE4u,0.335,0.905,7,-3.744,1,0.289,0.00196,0.000169,0.187,0.302,159.772,207114,4,"melodic metalcore, metalcore, modern rock, rock, uk metalcore"
