Latitude,Longitude,Elevation,Time,Label
18.768757400000005,63.441009900000005,10.930000000000001,76317,0
22.522498800000005,76.1292193,13.630000000000003,76323,0
26.276240200000004,88.81742870000001,16.330000000000002,76324,0
30.029982400000005,101.5056382,18.8,76325,0
33.78372420000001,114.1938471,21.23,76326,0
37.53746650000001,126.8820558,23.45,76327,0
37.5374423,126.88206330000001,23.509999999999998,76328,0
37.5374266,126.88207019999999,23.740000000000002,76329,0
37.5374174,126.8820796,23.77,76330,0
37.537409600000004,126.8820839,23.790000000000003,76331,0
37.537404599999995,126.88208210000002,23.480000000000004,76332,0
37.5374019,126.88207490000002,22.880000000000003,76333,0
37.53739830000001,126.88206600000001,22.22,76334,0
37.537393800000004,126.88205630000002,21.81,76335,0
37.5373889,126.8820455,21.419999999999998,76336,0
37.53738320000001,126.88203400000002,21.2,76337,0
37.5373782,126.882021,21.070000000000004,76338,0
37.5373759,126.88200750000001,20.87,76339,0
37.5373729,126.8819952,20.67,76340,0
37.5373695,126.88198340000001,20.400000000000002,76341,0
37.5373667,126.88197120000001,20.120000000000005,76342,0
37.5373632,126.8819593,19.92,76343,0
37.5373605,126.88194740000002,19.799999999999997,76344,0
37.5373578,126.88193410000001,19.64,76345,0
37.537356100000004,126.88191990000001,19.490000000000002,76346,0
37.5373551,126.88190500000002,19.37,76347,0
37.5373547,126.88188820000002,19.2,76348,0
37.537355,126.8818713,19.060000000000002,76349,0
37.537355600000005,126.88185370000001,18.92,76350,0
37.537356700000004,126.88183600000002,18.84,76351,0
37.537357300000004,126.88181970000001,18.71,76352,0
37.5373585,126.8818042,18.58,76353,0
37.537359200000004,126.8817883,18.44,76354,0
37.5373591,126.88177239999999,18.340000000000003,76355,0
37.537358600000005,126.88175700000001,18.240000000000002,76356,0
37.537357400000005,126.88174130000002,18.16,76357,0
37.537355500000004,126.8817262,18.07,76358,0
37.5373535,126.88171150000001,18.05,76359,0
37.53735209999999,126.8816957,18.05,76360,0
37.537350499999995,126.8816796,18.0,76361,0
37.5373486,126.88166280000002,18.07,76362,0
37.53734670000001,126.88164490000001,18.18,76363,0
37.5373449,126.8816274,18.29,76364,0
37.5373444,126.8816099,18.38,76365,0
37.5373453,126.88159170000002,18.430000000000003,76366,0
37.537344,126.88157509999999,18.500000000000004,76367,0
37.537341399999995,126.8815601,18.490000000000002,76368,0
37.537336700000004,126.88154510000001,18.410000000000004,76369,0
37.53733050000001,126.88153229999999,18.35,76370,0
37.5373236,126.88152129999997,18.33,76371,0
37.5373144,126.88151239999999,18.28,76372,0
37.537302499999996,126.8815063,18.150000000000002,76373,0
37.5372889,126.88150280000002,17.92,76374,0
37.5372735,126.88150250000002,17.650000000000002,76375,0
37.5372556,126.8815057,17.410000000000004,76376,0
37.537239500000005,126.88151110000001,17.060000000000002,76377,0
37.5372244,126.88151770000002,16.860000000000003,76378,0
37.5372102,126.8815261,16.650000000000002,76379,0
37.5371959,126.88153500000001,16.360000000000003,76380,0
37.53718070000001,126.881544,16.060000000000002,76381,0
37.5371669,126.8815528,15.82,76382,0
37.53715400000001,126.88156160000001,15.59,76383,0
37.537142,126.88156950000001,15.469999999999999,76384,0
37.53713020000001,126.8815759,15.369999999999997,76385,0
37.537118500000005,126.88158030000002,15.25,76386,0
37.5371059,126.88158300000002,15.23,76387,0
37.5370927,126.88158549999999,15.200000000000003,76388,0
37.53708,126.88158620000002,15.230000000000002,76389,0
37.537067400000005,126.8815865,15.270000000000001,76390,0
37.5370556,126.88158550000001,15.28,76391,0
37.53704350000001,126.88158370000002,15.31,76392,0
37.5370317,126.88157950000002,15.330000000000002,76393,0
37.53701960000001,126.88157410000001,15.36,76394,0
37.5370078,126.8815687,15.41,76395,0
37.5369959,126.88156400000001,15.56,76396,0
37.536985,126.8815577,15.700000000000001,76397,0
37.536973700000004,126.8815503,15.780000000000001,76398,0
37.536961600000005,126.8815426,15.850000000000003,76399,0
37.5369492,126.8815333,15.970000000000002,76400,0
37.536936700000005,126.88152330000001,16.1,76401,0
37.536925100000005,126.8815127,16.19,76402,0
37.536913399999996,126.88150250000001,16.330000000000002,76403,0
37.5369024,126.88149230000002,16.43,76404,0
37.536890899999996,126.88148120000001,16.55,76405,0
37.5368796,126.8814697,16.66,76406,0
37.5368682,126.88145890000001,16.73,76407,0
37.536857700000006,126.88144790000001,16.900000000000002,76408,0
37.5368472,126.88143720000002,17.05,76409,0
37.536837,126.88142870000001,17.1,76410,0
37.5368257,126.8814223,17.1,76411,0
37.536814,126.88141780000001,17.07,76412,0
37.5368024,126.8814151,17.000000000000004,76413,0
